score,Close1,Close2,Close3,Close4,Close5,Close6,Close7,Close8,Close9,Close10,High1,High2,High3,High4,High5,High6,High7,High8,High9,High10,Low1,Low2,Low3,Low4,Low5,Low6,Low7,Low8,Low9,Low10,Open1,Open2,Open3,Open4,Open5,Open6,Open7,Open8,Open9,Open10
3.003037239954648,0.8699897126728838,0.8987478064842861,1.02493111520715,0.6636341296846087,0.536007830773579,0.8480789508203216,0.14817656285624126,0.08752181609756476,0.0,0.06301293768354223,0.8695536620784265,0.73237869142793,1.0808583356580999,0.846617002113627,0.5684681493058711,0.7098424266727955,0.6725062451773685,0.016311814798644263,0.0,0.06327405046763397,0.689378722483293,0.8112210223529228,0.9494668170559738,0.9187335086554239,0.6931963144489678,0.7503477162789751,0.03791739977220482,0.0,0.057108412348532187,0.058914786425874326,0.48297635219110835,0.8622026424831722,0.7558496863761397,0.9639923975206259,0.6668473835533536,0.6195140822682329,0.8016498190027801,0.13955371366670596,0.11561324070416541,0.0
2.969286746501493,0.2920988779503719,0.4246125042197021,0.2083963619468357,0.8768655711424154,0.0,0.6879630949158614,0.20604292816542646,1.0252174557859821,0.9360871477142972,0.9018622063293366,0.5554906115450214,0.2786604308524317,0.0,0.7761247467313904,0.36580448297474,0.09406612994260578,0.1845854041465225,0.9629424621730331,1.0263091040879027,1.0738326825361075,0.2339765317457366,0.22704564248441236,0.2264166404584742,0.4420918533746645,3.5927035895058666e-08,0.0,1.0224566441975736e-06,0.11221956534642966,0.7095125756010657,1.036421959847292,0.7977440028556912,0.5217729412359403,0.23338171494066137,0.6112732497564473,0.6736756179833581,0.0,0.36382860788953425,0.08476589062007513,1.0265613130494622,0.7692306609480539
4.922165836638203,0.08569564934302604,0.0,0.29445030956057006,0.4035465672628232,0.5459283001339341,0.4048200627532475,0.5203125430194167,0.6975971207082788,0.6769816408954714,0.9192915867747158,0.0,0.15633357193066588,0.29462234229170386,0.46609140007401295,0.46366158405417723,0.4607056275278162,0.6272583721802781,0.634857609985389,0.8121718907055663,0.9690545937689224,0.0,0.03698949025860206,0.10401159385246367,0.5138968108080954,0.591970964224756,0.4883272924594524,0.6493944903390694,0.8242271614191529,0.8769899766641034,1.0496993578452665,0.0,0.24494579415803905,0.09533204431840489,0.5756609412459117,0.5806072006184001,0.5101513938263176,0.5124304240370485,0.67941222082176,1.0554098948212942,0.870967741935484
0.9571052621328513,0.14467450033411727,0.0,0.26692915611974105,0.3299206435808326,0.6327920031223607,0.8894696979452027,0.8731815818783367,1.063880950661584,0.7712602545412888,0.7584872174967618,0.024272382992244605,0.0,0.229597664527717,0.33816335846203716,0.5536465201202388,0.8442075962894303,1.0305645573619122,0.985787027169382,0.8847900503508976,0.7408154601494551,0.05160382633260497,0.0,0.13308341078941763,0.2229291987596012,0.40185932974584737,0.6813173024356947,0.8127877359201539,1.0676806054773382,0.8000120580924314,0.601821653781316,0.0,0.10240595806049495,0.09022427084879903,0.28214355868784663,0.35398626925104804,0.5898254735508249,1.0127677171056002,1.000209419946753,0.9198821760306604,0.749998995730996
1.978440224866016,1.046783718962537,0.9276511642244419,0.76341631926446,0.33620843318650856,0.47355158344977727,0.4519341149272723,0.0,0.36075076625929353,0.4881486731741048,0.3443731393472744,0.9857072021921285,0.4829652488782852,0.4762908584839019,0.40024943666560525,0.31718762214672,0.35381293528783353,0.19037806674345173,0.0,0.3501814744694361,0.5238911830297062,0.04535224574368275,0.9924126992634024,0.9819616793401829,0.7497779547608453,0.7681816823210201,0.8293801201198555,0.0,0.46396341823314813,0.876981555524107,0.5727605108529946,0.0,1.0002778061891864,0.770922265546189,0.8605901279646843,0.4689820633896664,0.5782353283137298,0.6482752901686812,0.28201132868691053,0.5974655202622654,1.0
3.0150484433634217,0.0,0.17986970696171148,0.17184947440749496,0.17598438315042297,0.4578051542100602,0.3344713207383977,0.3486819907270467,0.3739795494664278,0.5913971289191952,1.0888933570139403,0.0,0.10836603494279572,0.0,0.11223537798625266,0.309211583575292,0.39995323150077056,0.21711895875493575,0.33110199398279566,0.7814494744407462,0.9692629691941058,0.0,0.11565813457617359,0.23577284756128122,0.25608417055163346,0.35321855009211034,0.5874905461434788,0.503086268698295,0.23683209654518053,0.49667525762513237,0.9650071720171122,0.0,0.1491455585593387,0.0,0.15627142960808682,0.3305313980618425,0.4871973775412859,0.4948372985325029,0.33084084718788054,0.5048407062729566,1.0
3.106192634792459,0.7096403216357252,0.5696111909965441,0.4498046695106048,0.23192192542608853,0.39669634527657227,0.0,0.6239418637617316,1.0093484549561436,0.5934205123866967,0.36600315945506046,0.6538858473425941,0.6356340139599269,0.4878538278805536,0.49695849819149884,0.32920197361546727,0.0,0.4878589947805989,1.0772421060215278,0.948362950213212,0.3244949758447413,0.6118169633720336,0.6185250878325509,0.37587268117876826,0.39794089219492906,0.2079890443723205,5.930017972471042e-07,0.0,0.5553892241034046,0.9593531540647163,0.6025639572808035,0.7418488297646874,0.5893543001657584,0.6631669978921482,0.6145715285559812,0.2568699814266069,0.13438192528458945,0.0,0.6442358441849521,1.0207581970225783,0.3749970621457947
5.384839130650173,0.8515407161483877,0.0,0.17058640795758107,0.9853702625046195,0.3752291966335906,0.9595645735144167,0.6152680404521476,0.09099232525481182,0.0,0.6583791423453949,0.4629969190033312,0.6370765695951152,0.3005324078925074,0.9977686188466779,0.7162411702235872,0.6428147080943499,0.6275343564281627,0.563803413409332,0.0,0.5718854610166547,0.12866334900309628,0.25173087090920543,0.4037451203703249,1.043599673271343,0.9696419051438045,0.9705377778305054,0.23901117310901057,0.3853398386384667,0.0,0.2635489916770423,0.0,0.9560491865524705,0.24767795962741387,0.4378655110311287,0.9136724939308841,0.7428227636394864,0.45786249499215365,0.9225878616321376,0.2466711939972026,0.1249997416193693
4.608952142059921,0.0,0.132809289824986,0.29776881082207507,0.2382234166990908,0.3641923813893697,0.4818127597026316,0.6337448144493721,0.5310766681593249,0.5856470105746148,0.9448692912106056,0.0,0.1471075700897459,0.34429203788264046,0.3549637864456358,0.4931479650626373,0.5340526596915348,0.6395913121520013,0.5180528468200574,0.5445872556244761,1.006794994343195,0.0,0.22066694710221396,0.37987646611700415,0.4275554424928755,0.4845841112228322,0.46341544241164756,0.49660145006171125,0.48458154359410344,0.574250652838375,1.0049371234291635,0.0,0.22434293554323623,0.4914426629198599,0.409419968436796,0.2792038844744791,0.2799398843897418,0.2874738573307569,0.30281905288190214,0.48823535616714875,1.0
1.944976551083605,0.0,0.0,0.4340462849123594,0.3279915054442985,0.9937926409863616,0.8010736889331413,0.5638793014700392,0.2549069430069851,0.4916686585572486,0.17256077412428475,0.629857076654837,0.0,0.5747393580078691,0.43262588683495573,0.9941262249114325,0.8345621030293011,0.7937026679687904,0.5754991628742236,0.7288939382546272,0.5535180437057249,0.0,0.059617558753938496,0.46955889697774034,0.6052230780433363,0.6465127663743025,0.975349231091234,0.9449451121825083,0.5390362656598086,0.6860340169013796,0.4603179389964006,0.5309798500054279,0.0,0.07016589147742539,0.40629976441668714,0.46438060660015207,0.9769267140912908,0.8026665694975174,0.5046041876707534,0.4240187377115823,0.4727269952947441
